separation_distance,capacitance
6.102000000000000757e-01,4.192679000000000000e+06
6.102000000000000757e-01,4.192446000000000000e+06
6.102000000000000757e-01,4.193828000000000000e+06
6.102000000000000757e-01,4.191249000000000000e+06
6.102000000000000757e-01,4.194112000000000000e+06
6.102000000000000757e-01,4.193707000000000000e+06
6.102000000000000757e-01,4.193700000000000000e+06
6.102000000000000757e-01,4.192847000000000000e+06
6.102000000000000757e-01,4.191214000000000000e+06
6.102000000000000757e-01,4.192709000000000000e+06
6.102000000000000757e-01,4.192665000000000000e+06
6.102000000000000757e-01,4.193191000000000000e+06
6.102000000000000757e-01,4.193096000000000000e+06
6.102000000000000757e-01,4.192848000000000000e+06
6.102000000000000757e-01,4.190799000000000000e+06
6.102000000000000757e-01,4.191939000000000000e+06
6.102000000000000757e-01,4.193758000000000000e+06
6.102000000000000757e-01,4.192439000000000000e+06
6.102000000000000757e-01,4.191192000000000000e+06
6.102000000000000757e-01,4.192685000000000000e+06
6.102000000000000757e-01,4.192415000000000000e+06
6.102000000000000757e-01,4.194915000000000000e+06
6.102000000000000757e-01,4.193595000000000000e+06
6.102000000000000757e-01,4.192790000000000000e+06
6.102000000000000757e-01,4.193304000000000000e+06
6.102000000000000757e-01,4.193537000000000000e+06
6.102000000000000757e-01,4.192977000000000000e+06
6.102000000000000757e-01,4.194365000000000000e+06
6.102000000000000757e-01,4.193450000000000000e+06
6.102000000000000757e-01,4.193230000000000000e+06
6.102000000000000757e-01,4.192780000000000000e+06
6.102000000000000757e-01,4.193206000000000000e+06
6.102000000000000757e-01,4.193418000000000000e+06
6.102000000000000757e-01,4.192220000000000000e+06
6.102000000000000757e-01,4.192623000000000000e+06
6.102000000000000757e-01,4.194169000000000000e+06
6.102000000000000757e-01,4.194762000000000000e+06
6.102000000000000757e-01,4.194510000000000000e+06
6.102000000000000757e-01,4.193248000000000000e+06
6.102000000000000757e-01,4.194156000000000000e+06
6.102000000000000757e-01,4.193715000000000000e+06
6.102000000000000757e-01,4.193778000000000000e+06
6.102000000000000757e-01,4.192119000000000000e+06
6.102000000000000757e-01,4.193243000000000000e+06
6.102000000000000757e-01,4.191928000000000000e+06
6.102000000000000757e-01,4.193540000000000000e+06
6.102000000000000757e-01,4.193819000000000000e+06
6.102000000000000757e-01,4.194481000000000000e+06
6.102000000000000757e-01,4.193355000000000000e+06
6.102000000000000757e-01,4.193301000000000000e+06
6.102000000000000757e-01,4.191383000000000000e+06
6.102000000000000757e-01,4.192720000000000000e+06
6.102000000000000757e-01,4.192517000000000000e+06
6.102000000000000757e-01,4.192490000000000000e+06
6.102000000000000757e-01,4.192957000000000000e+06
6.102000000000000757e-01,4.192610000000000000e+06
6.102000000000000757e-01,4.192891000000000000e+06
6.102000000000000757e-01,4.192088000000000000e+06
6.102000000000000757e-01,4.193059000000000000e+06
6.102000000000000757e-01,4.191680000000000000e+06
6.102000000000000757e-01,4.193012000000000000e+06
6.102000000000000757e-01,4.193824000000000000e+06
6.102000000000000757e-01,4.192610000000000000e+06
6.102000000000000757e-01,4.192511000000000000e+06
6.102000000000000757e-01,4.192120000000000000e+06
6.102000000000000757e-01,4.193364000000000000e+06
6.102000000000000757e-01,4.194308000000000000e+06
6.102000000000000757e-01,4.193010000000000000e+06
6.102000000000000757e-01,4.193077000000000000e+06
6.102000000000000757e-01,4.193149000000000000e+06
6.102000000000000757e-01,4.193086000000000000e+06
6.102000000000000757e-01,4.193510000000000000e+06
6.102000000000000757e-01,4.192027000000000000e+06
6.102000000000000757e-01,4.191459000000000000e+06
6.102000000000000757e-01,4.192354000000000000e+06
6.102000000000000757e-01,4.194197000000000000e+06
6.102000000000000757e-01,4.193733000000000000e+06
6.102000000000000757e-01,4.191306000000000000e+06
6.102000000000000757e-01,4.193075000000000000e+06
6.102000000000000757e-01,4.193449000000000000e+06
6.102000000000000757e-01,4.192680000000000000e+06
6.102000000000000757e-01,4.191329000000000000e+06
6.102000000000000757e-01,4.191543000000000000e+06
6.102000000000000757e-01,4.194019000000000000e+06
6.102000000000000757e-01,4.193721000000000000e+06
6.102000000000000757e-01,4.193797000000000000e+06
6.102000000000000757e-01,4.192969000000000000e+06
6.102000000000000757e-01,4.195365000000000000e+06
6.102000000000000757e-01,4.193506000000000000e+06
6.102000000000000757e-01,4.192964000000000000e+06
6.102000000000000757e-01,4.194505000000000000e+06
6.102000000000000757e-01,4.194199000000000000e+06
6.102000000000000757e-01,4.191893000000000000e+06
6.102000000000000757e-01,4.194692000000000000e+06
6.102000000000000757e-01,4.191971000000000000e+06
6.102000000000000757e-01,4.193844000000000000e+06
6.102000000000000757e-01,4.195107000000000000e+06
6.102000000000000757e-01,4.192293000000000000e+06
6.100999999999999757e-01,4.193414000000000000e+06
6.100999999999999757e-01,4.194098000000000000e+06
6.100999999999999757e-01,4.191559000000000000e+06
6.100999999999999757e-01,4.193267000000000000e+06
6.100999999999999757e-01,4.193557000000000000e+06
6.100999999999999757e-01,4.191028000000000000e+06
6.100999999999999757e-01,4.192927000000000000e+06
6.100999999999999757e-01,4.193564000000000000e+06
6.100999999999999757e-01,4.192718000000000000e+06
6.100999999999999757e-01,4.191853000000000000e+06
6.100999999999999757e-01,4.192005000000000000e+06
6.100999999999999757e-01,4.193026000000000000e+06
6.100999999999999757e-01,4.192101000000000000e+06
6.100999999999999757e-01,4.194111000000000000e+06
6.100999999999999757e-01,4.193258000000000000e+06
6.100999999999999757e-01,4.192435000000000000e+06
6.100999999999999757e-01,4.191293000000000000e+06
6.100999999999999757e-01,4.192285000000000000e+06
6.100999999999999757e-01,4.193514000000000000e+06
6.100999999999999757e-01,4.195190000000000000e+06
6.100999999999999757e-01,4.193278000000000000e+06
6.100999999999999757e-01,4.194018000000000000e+06
6.100999999999999757e-01,4.192777000000000000e+06
6.100999999999999757e-01,4.193500000000000000e+06
6.100999999999999757e-01,4.192181000000000000e+06
6.100999999999999757e-01,4.192771000000000000e+06
6.100999999999999757e-01,4.193887000000000000e+06
6.100999999999999757e-01,4.193353000000000000e+06
6.100999999999999757e-01,4.195487000000000000e+06
6.100999999999999757e-01,4.192032000000000000e+06
6.100999999999999757e-01,4.192439000000000000e+06
6.100999999999999757e-01,4.192364000000000000e+06
6.100999999999999757e-01,4.193963000000000000e+06
6.100999999999999757e-01,4.193164000000000000e+06
6.100999999999999757e-01,4.192148000000000000e+06
6.100999999999999757e-01,4.191369000000000000e+06
6.100999999999999757e-01,4.193990000000000000e+06
6.100999999999999757e-01,4.194351000000000000e+06
6.100999999999999757e-01,4.192807000000000000e+06
6.100999999999999757e-01,4.192880000000000000e+06
6.100999999999999757e-01,4.194078000000000000e+06
6.100999999999999757e-01,4.192788000000000000e+06
6.100999999999999757e-01,4.193895000000000000e+06
6.100999999999999757e-01,4.193260000000000000e+06
6.100999999999999757e-01,4.194476000000000000e+06
6.100999999999999757e-01,4.193559000000000000e+06
6.100999999999999757e-01,4.192395000000000000e+06
6.100999999999999757e-01,4.193773000000000000e+06
6.100999999999999757e-01,4.191915000000000000e+06
6.100999999999999757e-01,4.195684000000000000e+06
6.100999999999999757e-01,4.193187000000000000e+06
6.100999999999999757e-01,4.192048000000000000e+06
6.100999999999999757e-01,4.193716000000000000e+06
6.100999999999999757e-01,4.193901000000000000e+06
6.100999999999999757e-01,4.192753000000000000e+06
6.100999999999999757e-01,4.194070000000000000e+06
6.100999999999999757e-01,4.193899000000000000e+06
6.100999999999999757e-01,4.194214000000000000e+06
6.100999999999999757e-01,4.192522000000000000e+06
6.100999999999999757e-01,4.195074000000000000e+06
6.100999999999999757e-01,4.191894000000000000e+06
6.100999999999999757e-01,4.193330000000000000e+06
6.100999999999999757e-01,4.193582000000000000e+06
6.100999999999999757e-01,4.194312000000000000e+06
6.100999999999999757e-01,4.195026000000000000e+06
6.100999999999999757e-01,4.193453000000000000e+06
6.100999999999999757e-01,4.193451000000000000e+06
6.100999999999999757e-01,4.193953000000000000e+06
6.100999999999999757e-01,4.194222000000000000e+06
6.100999999999999757e-01,4.193819000000000000e+06
6.100999999999999757e-01,4.191594000000000000e+06
6.100999999999999757e-01,4.191977000000000000e+06
6.100999999999999757e-01,4.195192000000000000e+06
6.100999999999999757e-01,4.192298000000000000e+06
6.100999999999999757e-01,4.194181000000000000e+06
6.100999999999999757e-01,4.193565000000000000e+06
6.100999999999999757e-01,4.193382000000000000e+06
6.100999999999999757e-01,4.194292000000000000e+06
6.100999999999999757e-01,4.194197000000000000e+06
6.100999999999999757e-01,4.195205000000000000e+06
6.100999999999999757e-01,4.191930000000000000e+06
6.100999999999999757e-01,4.193498000000000000e+06
6.100999999999999757e-01,4.192551000000000000e+06
6.100999999999999757e-01,4.194113000000000000e+06
6.100999999999999757e-01,4.194262000000000000e+06
6.100999999999999757e-01,4.194186000000000000e+06
6.100999999999999757e-01,4.194699000000000000e+06
6.100999999999999757e-01,4.193291000000000000e+06
6.100999999999999757e-01,4.192988000000000000e+06
6.100999999999999757e-01,4.195352000000000000e+06
6.100999999999999757e-01,4.193416000000000000e+06
6.100999999999999757e-01,4.193518000000000000e+06
6.100999999999999757e-01,4.192086000000000000e+06
6.100999999999999757e-01,4.193879000000000000e+06
6.100999999999999757e-01,4.193129000000000000e+06
6.100999999999999757e-01,4.193237000000000000e+06
6.100999999999999757e-01,4.194487000000000000e+06
6.100999999999999757e-01,4.193271000000000000e+06
6.100999999999999757e-01,4.193587000000000000e+06
6.100999999999999757e-01,4.193059000000000000e+06
6.100999999999999757e-01,4.193186000000000000e+06
6.100999999999999757e-01,4.192418000000000000e+06
6.100999999999999757e-01,4.193037000000000000e+06
6.100999999999999757e-01,4.192603000000000000e+06
6.100999999999999757e-01,4.193803000000000000e+06
6.099999999999999867e-01,4.193183000000000000e+06
6.099999999999999867e-01,4.192181000000000000e+06
6.099999999999999867e-01,4.191150000000000000e+06
6.099999999999999867e-01,4.193878000000000000e+06
6.099999999999999867e-01,4.195155000000000000e+06
6.099999999999999867e-01,4.193088000000000000e+06
6.099999999999999867e-01,4.192266000000000000e+06
6.099999999999999867e-01,4.194489000000000000e+06
6.099999999999999867e-01,4.193961000000000000e+06
6.099999999999999867e-01,4.192354000000000000e+06
6.099999999999999867e-01,4.192907000000000000e+06
6.099999999999999867e-01,4.193759000000000000e+06
6.099999999999999867e-01,4.193048000000000000e+06
6.099999999999999867e-01,4.193781000000000000e+06
6.099999999999999867e-01,4.191145000000000000e+06
6.099999999999999867e-01,4.192018000000000000e+06
6.099999999999999867e-01,4.192470000000000000e+06
6.099999999999999867e-01,4.193337000000000000e+06
6.099999999999999867e-01,4.193965000000000000e+06
6.099999999999999867e-01,4.192272000000000000e+06
6.099999999999999867e-01,4.191899000000000000e+06
6.099999999999999867e-01,4.193409000000000000e+06
6.099999999999999867e-01,4.193918000000000000e+06
6.099999999999999867e-01,4.192391000000000000e+06
6.099999999999999867e-01,4.192332000000000000e+06
6.099999999999999867e-01,4.194355000000000000e+06
6.099999999999999867e-01,4.192183000000000000e+06
6.099999999999999867e-01,4.191809000000000000e+06
6.099999999999999867e-01,4.193952000000000000e+06
6.099999999999999867e-01,4.192267000000000000e+06
6.099999999999999867e-01,4.192926000000000000e+06
6.099999999999999867e-01,4.193994000000000000e+06
6.099999999999999867e-01,4.191415000000000000e+06
6.099999999999999867e-01,4.193465000000000000e+06
6.099999999999999867e-01,4.190896000000000000e+06
6.099999999999999867e-01,4.192121000000000000e+06
6.099999999999999867e-01,4.193672000000000000e+06
6.099999999999999867e-01,4.192981000000000000e+06
6.099999999999999867e-01,4.191647000000000000e+06
6.099999999999999867e-01,4.193022000000000000e+06
6.099999999999999867e-01,4.193509000000000000e+06
6.099999999999999867e-01,4.191119000000000000e+06
6.099999999999999867e-01,4.194511000000000000e+06
6.099999999999999867e-01,4.191120000000000000e+06
6.099999999999999867e-01,4.193652000000000000e+06
6.099999999999999867e-01,4.193405000000000000e+06
6.099999999999999867e-01,4.191818000000000000e+06
6.099999999999999867e-01,4.193485000000000000e+06
6.099999999999999867e-01,4.191269000000000000e+06
6.099999999999999867e-01,4.191113000000000000e+06
6.099999999999999867e-01,4.192376000000000000e+06
6.099999999999999867e-01,4.192338000000000000e+06
6.099999999999999867e-01,4.192406000000000000e+06
6.099999999999999867e-01,4.192690000000000000e+06
6.099999999999999867e-01,4.194144000000000000e+06
6.099999999999999867e-01,4.193590000000000000e+06
6.099999999999999867e-01,4.192692000000000000e+06
6.099999999999999867e-01,4.193206000000000000e+06
6.099999999999999867e-01,4.193864000000000000e+06
6.099999999999999867e-01,4.191613000000000000e+06
6.099999999999999867e-01,4.193768000000000000e+06
6.099999999999999867e-01,4.191626000000000000e+06
6.099999999999999867e-01,4.192056000000000000e+06
6.099999999999999867e-01,4.191988000000000000e+06
6.099999999999999867e-01,4.192685000000000000e+06
6.099999999999999867e-01,4.191904000000000000e+06
6.099999999999999867e-01,4.192258000000000000e+06
6.099999999999999867e-01,4.192105000000000000e+06
6.099999999999999867e-01,4.192219000000000000e+06
6.099999999999999867e-01,4.192494000000000000e+06
6.099999999999999867e-01,4.193400000000000000e+06
6.099999999999999867e-01,4.192844000000000000e+06
6.099999999999999867e-01,4.192786000000000000e+06
6.099999999999999867e-01,4.192597000000000000e+06
6.099999999999999867e-01,4.193027000000000000e+06
6.099999999999999867e-01,4.193623000000000000e+06
6.099999999999999867e-01,4.192301000000000000e+06
6.099999999999999867e-01,4.192859000000000000e+06
6.099999999999999867e-01,4.192431000000000000e+06
6.099999999999999867e-01,4.192580000000000000e+06
6.099999999999999867e-01,4.192125000000000000e+06
6.099999999999999867e-01,4.193119000000000000e+06
6.099999999999999867e-01,4.192795000000000000e+06
6.099999999999999867e-01,4.192020000000000000e+06
6.099999999999999867e-01,4.192295000000000000e+06
6.099999999999999867e-01,4.193516000000000000e+06
6.099999999999999867e-01,4.190616000000000000e+06
6.099999999999999867e-01,4.192087000000000000e+06
6.099999999999999867e-01,4.191876000000000000e+06
6.099999999999999867e-01,4.195003000000000000e+06
6.099999999999999867e-01,4.192481000000000000e+06
6.099999999999999867e-01,4.193674000000000000e+06
6.099999999999999867e-01,4.193063000000000000e+06
6.099999999999999867e-01,4.193021000000000000e+06
6.099999999999999867e-01,4.192760000000000000e+06
6.099999999999999867e-01,4.191406000000000000e+06
6.099999999999999867e-01,4.193940000000000000e+06
6.099999999999999867e-01,4.190586000000000000e+06
6.099999999999999867e-01,4.191267000000000000e+06
6.099999999999999867e-01,4.190876000000000000e+06
6.099999999999999867e-01,4.191584000000000000e+06
6.099999999999999867e-01,4.191564000000000000e+06
6.098999999999999977e-01,4.191342000000000000e+06
6.098999999999999977e-01,4.194270000000000000e+06
6.098999999999999977e-01,4.193156000000000000e+06
6.098999999999999977e-01,4.192899000000000000e+06
6.098999999999999977e-01,4.191888000000000000e+06
6.098999999999999977e-01,4.193394000000000000e+06
6.098999999999999977e-01,4.193698000000000000e+06
6.098999999999999977e-01,4.194209000000000000e+06
6.098999999999999977e-01,4.193078000000000000e+06
6.098999999999999977e-01,4.194019000000000000e+06
6.098999999999999977e-01,4.194563000000000000e+06
6.098999999999999977e-01,4.193005000000000000e+06
6.098999999999999977e-01,4.192626000000000000e+06
6.098999999999999977e-01,4.192724000000000000e+06
6.098999999999999977e-01,4.191433000000000000e+06
6.098999999999999977e-01,4.193678000000000000e+06
6.098999999999999977e-01,4.193258000000000000e+06
6.098999999999999977e-01,4.194647000000000000e+06
6.098999999999999977e-01,4.194442000000000000e+06
6.098999999999999977e-01,4.193364000000000000e+06
6.098999999999999977e-01,4.194203000000000000e+06
6.098999999999999977e-01,4.193966000000000000e+06
6.098999999999999977e-01,4.194463000000000000e+06
6.098999999999999977e-01,4.194647000000000000e+06
6.098999999999999977e-01,4.193806000000000000e+06
6.098999999999999977e-01,4.192134000000000000e+06
6.098999999999999977e-01,4.192303000000000000e+06
6.098999999999999977e-01,4.193914000000000000e+06
6.098999999999999977e-01,4.193040000000000000e+06
6.098999999999999977e-01,4.196534000000000000e+06
6.098999999999999977e-01,4.194279000000000000e+06
6.098999999999999977e-01,4.193005000000000000e+06
6.098999999999999977e-01,4.193392000000000000e+06
6.098999999999999977e-01,4.192399000000000000e+06
6.098999999999999977e-01,4.193775000000000000e+06
6.098999999999999977e-01,4.192957000000000000e+06
6.098999999999999977e-01,4.194455000000000000e+06
6.098999999999999977e-01,4.192819000000000000e+06
6.098999999999999977e-01,4.194048000000000000e+06
6.098999999999999977e-01,4.192871000000000000e+06
6.098999999999999977e-01,4.193509000000000000e+06
6.098999999999999977e-01,4.192580000000000000e+06
6.098999999999999977e-01,4.193108000000000000e+06
6.098999999999999977e-01,4.192988000000000000e+06
6.098999999999999977e-01,4.193692000000000000e+06
6.098999999999999977e-01,4.194662000000000000e+06
6.098999999999999977e-01,4.194544000000000000e+06
6.098999999999999977e-01,4.194132000000000000e+06
6.098999999999999977e-01,4.192437000000000000e+06
6.098999999999999977e-01,4.194539000000000000e+06
6.098999999999999977e-01,4.193159000000000000e+06
6.098999999999999977e-01,4.192760000000000000e+06
6.098999999999999977e-01,4.194295000000000000e+06
6.098999999999999977e-01,4.192956000000000000e+06
6.098999999999999977e-01,4.194356000000000000e+06
6.098999999999999977e-01,4.193974000000000000e+06
6.098999999999999977e-01,4.194126000000000000e+06
6.098999999999999977e-01,4.194170000000000000e+06
6.098999999999999977e-01,4.193159000000000000e+06
6.098999999999999977e-01,4.193575000000000000e+06
6.098999999999999977e-01,4.192509000000000000e+06
6.098999999999999977e-01,4.194697000000000000e+06
6.098999999999999977e-01,4.193540000000000000e+06
6.098999999999999977e-01,4.193562000000000000e+06
6.098999999999999977e-01,4.194371000000000000e+06
6.098999999999999977e-01,4.193783000000000000e+06
6.098999999999999977e-01,4.194479000000000000e+06
6.098999999999999977e-01,4.193407000000000000e+06
6.098999999999999977e-01,4.192778000000000000e+06
6.098999999999999977e-01,4.194137000000000000e+06
6.098999999999999977e-01,4.193951000000000000e+06
6.098999999999999977e-01,4.193567000000000000e+06
6.098999999999999977e-01,4.193899000000000000e+06
6.098999999999999977e-01,4.193431000000000000e+06
6.098999999999999977e-01,4.194437000000000000e+06
6.098999999999999977e-01,4.192452000000000000e+06
6.098999999999999977e-01,4.192770000000000000e+06
6.098999999999999977e-01,4.192797000000000000e+06
6.098999999999999977e-01,4.193825000000000000e+06
6.098999999999999977e-01,4.194350000000000000e+06
6.098999999999999977e-01,4.194066000000000000e+06
6.098999999999999977e-01,4.194738000000000000e+06
6.098999999999999977e-01,4.193828000000000000e+06
6.098999999999999977e-01,4.194749000000000000e+06
6.098999999999999977e-01,4.195444000000000000e+06
6.098999999999999977e-01,4.192536000000000000e+06
6.098999999999999977e-01,4.193883000000000000e+06
6.098999999999999977e-01,4.194383000000000000e+06
6.098999999999999977e-01,4.194349000000000000e+06
6.098999999999999977e-01,4.194015000000000000e+06
6.098999999999999977e-01,4.194115000000000000e+06
6.098999999999999977e-01,4.194084000000000000e+06
6.098999999999999977e-01,4.193152000000000000e+06
6.098999999999999977e-01,4.193021000000000000e+06
6.098999999999999977e-01,4.194293000000000000e+06
6.098999999999999977e-01,4.193054000000000000e+06
6.098999999999999977e-01,4.193584000000000000e+06
6.098999999999999977e-01,4.193764000000000000e+06
6.098999999999999977e-01,4.193598000000000000e+06
6.098999999999999977e-01,4.193599000000000000e+06
6.098999999999999977e-01,4.193541000000000000e+06
6.098999999999999977e-01,4.194640000000000000e+06
6.098999999999999977e-01,4.193166000000000000e+06
6.098999999999999977e-01,4.193254000000000000e+06
6.098999999999999977e-01,4.193783000000000000e+06
6.098999999999999977e-01,4.193669000000000000e+06
6.098999999999999977e-01,4.194868000000000000e+06
6.098999999999999977e-01,4.192940000000000000e+06
6.098999999999999977e-01,4.194354000000000000e+06
6.098999999999999977e-01,4.193945000000000000e+06
6.098999999999999977e-01,4.193123000000000000e+06
6.098000000000000087e-01,4.193242000000000000e+06
6.098000000000000087e-01,4.193893000000000000e+06
6.098000000000000087e-01,4.193384000000000000e+06
6.098000000000000087e-01,4.194165000000000000e+06
6.098000000000000087e-01,4.192141000000000000e+06
6.098000000000000087e-01,4.192150000000000000e+06
6.098000000000000087e-01,4.193888000000000000e+06
6.098000000000000087e-01,4.193247000000000000e+06
6.098000000000000087e-01,4.194528000000000000e+06
6.098000000000000087e-01,4.195006000000000000e+06
6.098000000000000087e-01,4.193829000000000000e+06
6.098000000000000087e-01,4.194272000000000000e+06
6.098000000000000087e-01,4.195587000000000000e+06
6.098000000000000087e-01,4.193191000000000000e+06
6.098000000000000087e-01,4.194051000000000000e+06
6.098000000000000087e-01,4.192673000000000000e+06
6.098000000000000087e-01,4.192908000000000000e+06
6.098000000000000087e-01,4.194000000000000000e+06
6.098000000000000087e-01,4.193971000000000000e+06
6.098000000000000087e-01,4.195594000000000000e+06
6.098000000000000087e-01,4.192546000000000000e+06
6.098000000000000087e-01,4.193799000000000000e+06
6.098000000000000087e-01,4.195994000000000000e+06
6.098000000000000087e-01,4.193137000000000000e+06
6.098000000000000087e-01,4.194042000000000000e+06
6.098000000000000087e-01,4.193597000000000000e+06
6.098000000000000087e-01,4.193462000000000000e+06
6.098000000000000087e-01,4.192430000000000000e+06
6.098000000000000087e-01,4.192966000000000000e+06
6.098000000000000087e-01,4.193339000000000000e+06
6.098000000000000087e-01,4.193210000000000000e+06
6.098000000000000087e-01,4.194289000000000000e+06
6.098000000000000087e-01,4.194248000000000000e+06
6.098000000000000087e-01,4.194002000000000000e+06
6.098000000000000087e-01,4.195174000000000000e+06
6.098000000000000087e-01,4.193768000000000000e+06
6.098000000000000087e-01,4.193861000000000000e+06
6.098000000000000087e-01,4.191471000000000000e+06
6.098000000000000087e-01,4.195876000000000000e+06
6.098000000000000087e-01,4.193380000000000000e+06
6.098000000000000087e-01,4.193412000000000000e+06
6.098000000000000087e-01,4.195410000000000000e+06
6.098000000000000087e-01,4.193155000000000000e+06
6.098000000000000087e-01,4.192797000000000000e+06
6.098000000000000087e-01,4.192246000000000000e+06
6.098000000000000087e-01,4.195460000000000000e+06
6.098000000000000087e-01,4.192177000000000000e+06
6.098000000000000087e-01,4.193670000000000000e+06
6.098000000000000087e-01,4.193262000000000000e+06
6.098000000000000087e-01,4.194059000000000000e+06
6.098000000000000087e-01,4.194647000000000000e+06
6.098000000000000087e-01,4.194476000000000000e+06
6.098000000000000087e-01,4.192993000000000000e+06
6.098000000000000087e-01,4.194925000000000000e+06
6.098000000000000087e-01,4.194300000000000000e+06
6.098000000000000087e-01,4.192993000000000000e+06
6.098000000000000087e-01,4.193405000000000000e+06
6.098000000000000087e-01,4.194735000000000000e+06
6.098000000000000087e-01,4.196337000000000000e+06
6.098000000000000087e-01,4.193011000000000000e+06
6.098000000000000087e-01,4.194675000000000000e+06
6.098000000000000087e-01,4.193805000000000000e+06
6.098000000000000087e-01,4.195556000000000000e+06
6.098000000000000087e-01,4.193148000000000000e+06
6.098000000000000087e-01,4.192566000000000000e+06
6.098000000000000087e-01,4.193543000000000000e+06
6.098000000000000087e-01,4.192553000000000000e+06
6.098000000000000087e-01,4.194169000000000000e+06
6.098000000000000087e-01,4.192819000000000000e+06
6.098000000000000087e-01,4.193477000000000000e+06
6.098000000000000087e-01,4.194619000000000000e+06
6.098000000000000087e-01,4.194666000000000000e+06
6.098000000000000087e-01,4.193595000000000000e+06
6.098000000000000087e-01,4.193515000000000000e+06
6.098000000000000087e-01,4.192895000000000000e+06
6.098000000000000087e-01,4.193792000000000000e+06
6.098000000000000087e-01,4.195702000000000000e+06
6.098000000000000087e-01,4.194787000000000000e+06
6.098000000000000087e-01,4.191617000000000000e+06
6.098000000000000087e-01,4.192310000000000000e+06
6.098000000000000087e-01,4.194222000000000000e+06
6.098000000000000087e-01,4.195049000000000000e+06
6.098000000000000087e-01,4.192817000000000000e+06
6.098000000000000087e-01,4.195005000000000000e+06
6.098000000000000087e-01,4.194851000000000000e+06
6.098000000000000087e-01,4.194069000000000000e+06
6.098000000000000087e-01,4.196287000000000000e+06
6.098000000000000087e-01,4.193120000000000000e+06
6.098000000000000087e-01,4.193397000000000000e+06
6.098000000000000087e-01,4.193902000000000000e+06
6.098000000000000087e-01,4.193643000000000000e+06
6.098000000000000087e-01,4.194248000000000000e+06
6.098000000000000087e-01,4.194642000000000000e+06
6.098000000000000087e-01,4.192998000000000000e+06
6.098000000000000087e-01,4.193622000000000000e+06
6.098000000000000087e-01,4.193284000000000000e+06
6.098000000000000087e-01,4.193591000000000000e+06
6.098000000000000087e-01,4.193133000000000000e+06
6.098000000000000087e-01,4.193593000000000000e+06
6.098000000000000087e-01,4.193942000000000000e+06
6.098000000000000087e-01,4.193211000000000000e+06
6.098000000000000087e-01,4.192658000000000000e+06
6.098000000000000087e-01,4.194882000000000000e+06
6.098000000000000087e-01,4.193790000000000000e+06
6.098000000000000087e-01,4.194247000000000000e+06
6.098000000000000087e-01,4.194026000000000000e+06
6.098000000000000087e-01,4.193081000000000000e+06
6.098000000000000087e-01,4.194357000000000000e+06
6.098000000000000087e-01,4.195066000000000000e+06
6.098000000000000087e-01,4.193689000000000000e+06
6.097000000000000197e-01,4.194321000000000000e+06
6.097000000000000197e-01,4.193865000000000000e+06
6.097000000000000197e-01,4.193249000000000000e+06
6.097000000000000197e-01,4.193542000000000000e+06
6.097000000000000197e-01,4.193599000000000000e+06
6.097000000000000197e-01,4.192940000000000000e+06
6.097000000000000197e-01,4.193398000000000000e+06
6.097000000000000197e-01,4.193284000000000000e+06
